"Path","Why","Risk"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\async_hooks.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\async-await.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\async-dispose.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\bodyLimit.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\buffer.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\build-certificate.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\build\error-serializer.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\build\version.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\bundler\esbuild\bundler-test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\bundler\esbuild\package.json","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\bundler\esbuild\src\fail-plugin-version.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\bundler\esbuild\src\index.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\bundler\README.md","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\bundler\webpack\bundler-test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\bundler\webpack\package.json","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\bundler\webpack\src\fail-plugin-version.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\bundler\webpack\src\index.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\bundler\webpack\webpack.config.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\case-insensitive.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\chainable.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\childLoggerFactory.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\client-timeout.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\close-pipelining.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\close.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\connectionTimeout.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\constrained-routes.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\content-length.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\content-parser.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\content-type.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\context-config.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\copy.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\custom-http-server.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\custom-parser-async.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\custom-parser.0.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\custom-parser.1.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\custom-parser.2.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\custom-parser.3.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\custom-parser.4.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\custom-parser.5.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\custom-querystring-parser.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\decorator.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\default-route.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\delete.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\diagnostics-channel.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\encapsulated-child-logger-factory.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\encapsulated-error-handler.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\esm\errorCodes.test.mjs","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\esm\esm.test.mjs","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\esm\index.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\esm\named-exports.mjs","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\esm\other.mjs","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\esm\plugin.mjs","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\fastify-instance.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\findRoute.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\fluent-schema.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\genReqId.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\get.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\handler-context.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\has-route.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\head.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\header-overflow.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\helper.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\hooks-async.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\hooks.on-listen.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\hooks.on-ready.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\hooks.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\http2\closing.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\http2\constraint.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\http2\head.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\http2\missing-http2-module.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\http2\plain.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\http2\secure-with-fallback.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\http2\secure.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\http2\unknown-http-method.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\https\custom-https-server.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\https\https.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\imports.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\inject.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\input-validation.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\internals\all.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\internals\contentTypeParser.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\internals\context.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\internals\decorator.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\internals\errors.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\internals\handleRequest.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\internals\hookRunner.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\internals\hooks.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\internals\initialConfig.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\internals\logger.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\internals\plugin.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\internals\reply-serialize.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\internals\reply.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\internals\reqIdGenFactory.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\internals\request-validate.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\internals\request.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\internals\server.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\internals\validation.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\json-shorthand.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\keepAliveTimeout.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\listen.1.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\listen.2.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\listen.3.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\listen.4.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\listen.5.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\listen.deprecated.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\lock.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\logger\instantiation.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\logger\logger-test-utils.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\logger\logging.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\logger\options.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\logger\request.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\logger\response.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\logger\tap-parallel-not-ok","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\maxRequestsPerSocket.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\middleware.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\mkcalendar.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\mkcol.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\move.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\noop-set.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\nullable-validation.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\options.error-handler.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\options.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\output-validation.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\patch.error-handler.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\patch.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\plugin.1.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\plugin.2.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\plugin.3.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\plugin.4.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\plugin.helper.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\plugin.name.display.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\fastify\test\post-empty-body.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
